,title,address,price,price_m2,area_m2,rooms,floor,outdoors,parking,market,build_yr,building_type,elevator,heating_type
1609,Z najemcą na 3 lata Inwestycja Gdynia,"Gdynia, Śródmieście, Żołnierzy I Armii Wojska Polskiego",2 800 000 zł,28 962 zł/m²,"96,68",4,"Piętro
3/5",balkon,garaż/miejsce parkingowe,wtórny,2019,apartamentowiec,tak,miejskie
1610,Przytulne mieszkanie w otulinie lasu,"Gdynia, Mały Kack, Strzelców",990 000 zł,14 350 zł/m²,"68,99",3,"Piętro
2/4",balkon,garaż/miejsce parkingowe,wtórny,2015,brak,nie,zapytaj
1611,4-pokojowe mieszkanie Gdynia Chwarzno,"Gdynia, Chwarzno-Wiczlino, Chwarzno",747 000 zł,7 965 zł/m²,"93,79",4,"Piętro
2/3",zapytaj,zapytaj,pierwotny,2023,brak,nie,zapytaj
1612,Mieszkanie Z Własnym Garażem,"Gdynia, Obłuże, Biała",539 000 zł,7 857 zł/m²,"68,6",3,"Piętro
2/2",ogródek,garaż/miejsce parkingowe,wtórny,1990,dom,nie,gazowe
1613,ZarabiajLubZamieszkajKawalerka/AntresolaSerceGdyni,"Gdynia, Śródmieście, Stefana Żeromskiego",536 000 zł,14 922 zł/m²,"35,92",2,"Piętro
parter/4","ogródek, taras",zapytaj,pierwotny,2024,brak,nie,zapytaj
1614,ZamieszkajLubZainwestujKawalerkaWsamymCentrumGdyni,"Gdynia, Śródmieście, Stefana Żeromskiego",507 265 zł,18 240 zł/m²,"27,81",1,"Piętro
1/4","balkon, ogródek, taras",zapytaj,pierwotny,2024,brak,nie,zapytaj
1615,Gdynia Śródmieście - komfortowa kawalerka,"Gdynia, Śródmieście, św. Piotra",490 240 zł,16 000 zł/m²,"30,64",1,"Piętro
2/18",zapytaj,garaż/miejsce parkingowe,pierwotny,2023,apartamentowiec,tak,miejskie
1616,Gdynia Śródmieście - komfortowa kawalerka,"Gdynia, Śródmieście, św. Piotra",615 125 zł,17 500 zł/m²,"35,15",1,"Piętro
5/18",zapytaj,garaż/miejsce parkingowe,pierwotny,2023,apartamentowiec,tak,miejskie
1617,Gdynia Śródmieście - 2 pokoje - Apartamentowiec,"Gdynia, Śródmieście, św. Piotra",805 860 zł,16 500 zł/m²,"48,84",2,"Piętro
5/18",taras,garaż/miejsce parkingowe,pierwotny,2023,apartamentowiec,tak,miejskie
1618,Gdynia Śródmieście - 2 pokoje - Apartamentowiec,"Gdynia, Śródmieście, św. Piotra",820 990 zł,19 000 zł/m²,"43,21",2,"Piętro
6/18",taras,garaż/miejsce parkingowe,pierwotny,2023,apartamentowiec,tak,miejskie
1619,Gdynia Śródmieście - 3 pokoje - Apartamentowiec,"Gdynia, Śródmieście, św. Piotra",1 253 175 zł,16 500 zł/m²,"75,95",3,"Piętro
6/18",taras,garaż/miejsce parkingowe,pierwotny,2023,apartamentowiec,tak,miejskie
1620,2-pokojowe mieszkanie Gdynia Chwarzno,"Gdynia, Chwarzno-Wiczlino, Chwarzno",421 000 zł,9 703 zł/m²,"43,39",2,"Piętro
3/3",zapytaj,zapytaj,pierwotny,2024,brak,nie,zapytaj
1621,2-pokojowe mieszkanie z ogródkiem Gdynia Chwarzno,"Gdynia, Chwarzno-Wiczlino, Chwarzno",371 000 zł,9 740 zł/m²,"38,09",2,"Piętro
parter/3",zapytaj,zapytaj,pierwotny,2024,brak,nie,zapytaj
1622,"Trzypoziomowy apartament, 150 m2","Gdynia, Chwarzno-Wiczlino, Chwarzno, Franciszka Sokoła",950 000 zł,6 373 zł/m²,"149,07",5,"Piętro
1/3",zapytaj,zapytaj,wtórny,1999,brak,nie,zapytaj
1623,3 pokojowe mieszkanie w doskonałej lokalizacji,"Gdynia, Karwiny, Leopolda Staffa",540 000 zł,8 571 zł/m²,63,3,"Piętro
parter/4",balkon,zapytaj,wtórny,1998,brak,nie,zapytaj
1624,"Komfortowy budynek, hala garażowa, blisko morza","Gdynia, Wzgórze Św. Maksymiliana, Żołnierzy Dywizji Kościuszkowskiej",1 175 658 zł,14 100 zł/m²,"83,38",4,"Piętro
parter/2",balkon,garaż/miejsce parkingowe,pierwotny,2022,apartamentowiec,tak,miejskie
1625,Stylowy apartament w otulinie leśnej,"Gdynia, Mały Kack, Strzelców",2 000 000 zł,19 238 zł/m²,"103,96",4,"Piętro
6/6",zapytaj,zapytaj,wtórny,2015,brak,nie,zapytaj
1626,Twoje mieszkanie z ogródkiem o powierzchni ok.52m2,"Gdynia, Mały Kack, Parkowa",665 560 zł,13 748 zł/m²,"48,41",2,"Piętro
parter/3",zapytaj,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,miejskie
1627,Kwintesencja gdyńskiego modernizmu Gdynia Redłowoo,"Gdynia, Redłowo, Kaczewska",1 050 000 zł,12 238 zł/m²,"85,8",3,"Piętro
1/1",zapytaj,zapytaj,wtórny,1938,brak,nie,miejskie
1628,Gdynia Oksywie/2 pokoje/ zadbana kamienica,"Gdynia, Oksywie",450 000 zł,7 840 zł/m²,"57,4",2,"Piętro
1/2",balkon,zapytaj,wtórny,1936,kamienica,nie,zapytaj
1629,"Duża nieruchomość w samym centrum, blisko dworca!!","Gdynia, Śródmieście",409 000 zł,8 521 zł/m²,48,3,"Piętro
parter/5",zapytaj,zapytaj,wtórny,1990,blok,nie,miejskie
1630,"Mieszkanie czteropokojowe- 59,47 M2 Gotowe","Gdynia, Oksywie",526 524 zł,8 900 zł/m²,"59,16",4,"Piętro
2/3",balkon,garaż/miejsce parkingowe,pierwotny,brak,brak,tak,zapytaj
1631,Mieszkanie w prężnie rozwijającej się dzielnicy,"Gdynia, Oksywie",420 000 zł,7 970 zł/m²,"52,7",3,"Piętro
1/9",balkon,garaż/miejsce parkingowe,wtórny,1978,blok,tak,miejskie
1632,"Patio Róży 3 pokoje, zaciszne miejsce","Gdynia, Chwarzno-Wiczlino, Chwarzno, gen. Mariusza Zaruskiego",710 000 zł,10 547 zł/m²,"67,32",3,"Piętro
2/3",balkon,garaż/miejsce parkingowe,wtórny,2016,blok,tak,miejskie
1633,"72M2, 3 Pokoje Na Witominie Widok Na Morze!!!","Gdynia, Witomino, Niska",890 000 zł,12 361 zł/m²,72,3,"Piętro
3/12",balkon,zapytaj,wtórny,2000,apartamentowiec,tak,miejskie
1634,Znakomita inwestycja w centrum Gdyni,"Starowiejska, Gdynia, pomorskie",1 260 000 zł,12 600 zł/m²,100,4,"Piętro
2/4",zapytaj,zapytaj,wtórny,1928,kamienica,nie,zapytaj
1635,Sprzedam Nowe 86m2 Gdynia !!!,"Gdynia, Pustki Cisowskie-Demptowo, Pustki Cisowskie",649 200 zł,7 549 zł/m²,86,3,"Piętro
4/4",balkon,zapytaj,wtórny,2021,apartamentowiec,tak,zapytaj
1636,Sprzedam Gdynia 106m2 4 pokoje !!!,"Gdynia, Pustki Cisowskie-Demptowo, Pustki Cisowskie",797 475 zł,7 523 zł/m²,106,4,"Piętro
4/4",balkon,zapytaj,wtórny,2021,apartamentowiec,tak,zapytaj
1637,Apartament nad Morzem!!,"Gdynia, Redłowo",902 955 zł,15 660 zł/m²,"57,66",3,"Piętro
6/8",balkon,garaż/miejsce parkingowe,pierwotny,brak,apartamentowiec,tak,zapytaj
1638,"Mieszkanie 3 pokoje/Gdynia/64,41m2","Gdynia, Mały Kack",777 712 zł,12 074 zł/m²,"64,41",3,"Piętro
1/3",balkon,garaż/miejsce parkingowe,pierwotny,brak,brak,tak,zapytaj
1639,Dwustronne mieszkanie w najlepszej lokalizacji!,"Gdynia, Redłowo","908 392,32 zł",11 784 zł/m²,"77,09",3,"Piętro
3/8",zapytaj,zapytaj,pierwotny,brak,brak,nie,zapytaj
1640,4 pok. mieszkanie z ogrodem i kominkiem-kameralnie,"Gdynia, Wielki Kack, Lesoka",955 000 zł,11 396 zł/m²,"83,8",4,"Piętro
1/3","ogródek, taras",garaż/miejsce parkingowe,wtórny,2001,blok,nie,zapytaj
1641,Mieszkanie - Gdynia Redłowo,"Gdynia, Redłowo",740 000 zł,10 725 zł/m²,69,3,"Piętro
parter/4","balkon, ogródek",zapytaj,wtórny,1961,blok,nie,miejskie
1642,3 pokoje na 8 piętrze - Gdynia Sródmieście,"Gdynia, Śródmieście, św. Piotra",1 020 320 zł,16 000 zł/m²,"63,77",3,"Piętro
8/18",zapytaj,garaż/miejsce parkingowe,pierwotny,2023,apartamentowiec,tak,miejskie
1643,Mieszkanie Gdynia Super Lokalizacja,"Gdynia, Działki Leśne, LELEWELA JOACHIMA",523 000 zł,10 896 zł/m²,48,2,"Piętro
2/2","balkon, ogródek",garaż/miejsce parkingowe,wtórny,2001,apartamentowiec,nie,miejskie
1644,Apartament Gdynia ul.Strzelców-1 150 000zł+2 miejs,"Gdynia, Mały Kack",1 150 000 zł,16 912 zł/m²,68,2,"Piętro
5/6",taras,garaż/miejsce parkingowe,wtórny,2010,apartamentowiec,tak,miejskie
1645,Mieszkanie - Gdynia Działki Leśne,"Gdynia, Działki Leśne, Nowogrodzka",899 000 zł,12 662 zł/m²,71,3,"Piętro
1/3",balkon,garaż/miejsce parkingowe,wtórny,1950,brak,nie,zapytaj
1646,Nowoczesny apartament taras garaż blisko centrum,"Gdynia, Mały Kack, Leśna",1 395 000 zł,18 117 zł/m²,77,3,"Piętro
parter/4",taras,garaż/miejsce parkingowe,wtórny,brak,brak,nie,zapytaj
1647,Apartament z antresolą 3 min od portu,"Gdynia, Śródmieście, Stefana Żeromskiego",1 228 315 zł,15 940 zł/m²,"77,06",4,"Piętro
3/3",balkon,garaż/miejsce parkingowe,pierwotny,2022,brak,nie,zapytaj
1648,"Gdynia, Kartuska przy lesie","Gdynia, Chylonia, Kartuska",354 000 zł,9 051 zł/m²,"39,11",2,"Piętro
4/4",balkon,zapytaj,wtórny,brak,blok,nie,miejskie
1649,3-pokojowe mieszkanie z dużym potencjałem!,"Gdynia, Witomino, Niska",930 000 zł,10 242 zł/m²,"90,8",3,"Piętro
10/12",balkon,garaż/miejsce parkingowe,wtórny,2003,blok,tak,miejskie
1650,"Apartament 45m2 Altoria II, piękny widok, 3 piętro","Gdynia, Mały Kack, Strzelców",690 000 zł,15 333 zł/m²,45,2,"Piętro
3/3","balkon, taras",garaż/miejsce parkingowe,wtórny,2018,blok,tak,miejskie
1651,3-pokojowe mieszkanie z ogródkiem i garderobą,"Gdynia, Chwarzno-Wiczlino, Chwarzno",619 205 zł,8 718 zł/m²,"71,03",3,"Piętro
parter/4",zapytaj,zapytaj,pierwotny,2024,brak,nie,zapytaj
1652,4-pokojowe mieszkanie Gdynia Chwarzno,"Gdynia, Chwarzno-Wiczlino, Chwarzno",628 822 zł,9 127 zł/m²,"68,9",4,"Piętro
3/4",zapytaj,zapytaj,pierwotny,brak,brak,nie,zapytaj
1653,Gdynia Redłowo trzy pokoje dobrze skomunikowane,"Gdynia, Redłowo",899 990 zł,11 166 zł/m²,"80,6",3,"Piętro
3/5",balkon,zapytaj,wtórny,1999,blok,tak,miejskie
1654,Dwupoziomowe jasne mieszkanie Gdynia Fikakowo,"Waleriana Szefki, Gdynia, pomorskie",850 000 zł,8 236 zł/m²,"103,2",5,"Piętro
3/4",balkon,zapytaj,wtórny,2003,blok,nie,miejskie
1655,Słoneczne mieszkanie z potencjałem inwestycyjnym,"Gdynia, Grabówek, Morska",499 000 zł,6 931 zł/m²,72,2,"Piętro
parter/4",zapytaj,zapytaj,wtórny,1960,blok,nie,miejskie
1656,Mieszkanie Idelne Pod Inwestycję W Centrum Gdyni,"Gdynia, Redłowo, Wojewody Wachowiaka",800 000 zł,11 429 zł/m²,70,3,"Piętro
1/2",zapytaj,zapytaj,wtórny,1940,kamienica,nie,gazowe
1657,2-pokojowe mieszkanie z ogródkiem,"Gdynia, Chwarzno-Wiczlino, Chwarzno",396 198 zł,9 533 zł/m²,"41,56",2,"Piętro
parter/4",zapytaj,zapytaj,pierwotny,2024,brak,nie,zapytaj
1658,"2 Pokoje, Gdynia Wzgórze Św. Maksymiliana","Gdynia, Wzgórze Św. Maksymiliana, Mikołaja Kopernika",599 000 zł,13 412 zł/m²,"44,66",2,"Piętro
parter/3",zapytaj,zapytaj,wtórny,1929,kamienica,nie,gazowe
1659,4 pokojowe w Gdyni- 4 kawalerki- gotowiec,"Gdynia, Działki Leśne",820 000 zł,12 041 zł/m²,"68,1",4,"Piętro
1/4",zapytaj,zapytaj,wtórny,brak,blok,nie,miejskie
1660,3-pokojowe mieszkanie do remontu Gdynia,"Gdynia, Dąbrowa, Kameliowa",429 000 zł,8 079 zł/m²,"53,1",3,"Piętro
2/4",balkon,zapytaj,wtórny,1988,brak,nie,miejskie
1661,Mieszkanie - Gdynia Redłowo,"Gdynia, Redłowo",843 091 zł,12 852 zł/m²,"65,6",3,"Piętro
1/8",zapytaj,zapytaj,pierwotny,2022,brak,nie,zapytaj
1662,"3 pokoje,balkon,winda i parking-Witomino!","Gdynia, Witomino",662 000 zł,9 881 zł/m²,67,3,"Piętro
1/10",balkon,zapytaj,wtórny,1985,blok,tak,miejskie
1663,2 pokoje Azymut Mały Kack garaż inwestycja las,"Gdynia, Mały Kack, Wielkopolska",680 000 zł,15 111 zł/m²,45,2,"Piętro
1/3",balkon,garaż/miejsce parkingowe,wtórny,2020,apartamentowiec,tak,miejskie
1664,Gotowe 2 pokoje z widokiem na wodę i statki,"Gdynia, Oksywie, Nasypowa",373 000 zł,9 816 zł/m²,38,2,"Piętro
2/3","balkon, taras",garaż/miejsce parkingowe,wtórny,2021,blok,tak,miejskie
1665,Gotowy apartament blisko morza!,"Gdynia, Redłowo, Zwycięstwa",751 651 zł,15 228 zł/m²,"49,36",2,"Piętro
5/17",zapytaj,zapytaj,wtórny,2022,brak,nie,zapytaj
1666,"Redłowo, nowe dwa pokoje blisko morza!","Gdynia, Redłowo, Zwycięstwa",751 651 zł,15 228 zł/m²,"49,36",2,"Piętro
5/17",zapytaj,zapytaj,pierwotny,2022,brak,nie,zapytaj
1667,Trzy mieszkania w jednym!,"Gdynia, Śródmieście, Świętojańska",1 249 000 zł,13 878 zł/m²,90,4,"Piętro
4/4",balkon,garaż/miejsce parkingowe,wtórny,1950,kamienica,tak,gazowe
1668,2 pokoje do własnej aranżacji z widokiem na Zatokę,"Gdynia, Śródmieście",549 000 zł,11 681 zł/m²,47,2,"Piętro
8/9",balkon,zapytaj,wtórny,1990,brak,tak,miejskie
1669,Atrakcyjne mieszkanie blisko lasu,"Gdynia, Chwarzno-Wiczlino",729 000 zł,10 989 zł/m²,"66,34",3,"Piętro
parter/4","balkon, taras",garaż/miejsce parkingowe,wtórny,2010,brak,tak,miejskie
1670,Mieszkanie - Gdynia Leszczynki,"Gdynia, Leszczynki, Kalksztajnów",369 000 zł,10 603 zł/m²,"34,8",2,"Piętro
3/3",balkon,garaż/miejsce parkingowe,wtórny,2000,brak,nie,miejskie
1671,"4 pokoje + 2 miejsca park., ogródek na granicy Orł","Gdynia, Orłowo, POWSTANIA STYCZNIOWEGO",1 970 000 zł,15 685 zł/m²,"125,6",4,"Piętro
parter/3","balkon, ogródek",zapytaj,wtórny,2012,brak,tak,miejskie
1672,Altoria 2 pok inwestycyjne ogródek 40m2,"Gdynia, Mały Kack, Strzelców",650 000 zł,15 476 zł/m²,42,2,"Piętro
parter/3",zapytaj,zapytaj,wtórny,2012,apartamentowiec,tak,miejskie
1673,Gdynia Wielki Kack,"Gdynia, Wielki Kack, ul. Górnicza 31",620 000 zł,9 367 zł/m²,"66,19",3,"Piętro
2/4",balkon,zapytaj,wtórny,2007,blok,nie,miejskie
1674,Mieszkanie - Gdynia Śródmieście,"Gdynia, Śródmieście",429 000 zł,11 085 zł/m²,"38,7",1,"Piętro
2/4",zapytaj,zapytaj,wtórny,1960,brak,nie,zapytaj
1675,"Mieszkanie 2 pokoje, gotowe do zamieszkania!","Gdynia, Wielki Kack",499 000 zł,12 639 zł/m²,"39,48",2,"Piętro
3/6",zapytaj,garaż/miejsce parkingowe,wtórny,2015,brak,nie,zapytaj
1676,2-pok.mieszkanie na Chyloni,"Gdynia, Chylonia, Chylońska",329 000 zł,8 273 zł/m²,"39,77",2,"Piętro
1/10",balkon,garaż/miejsce parkingowe,wtórny,1985,blok,tak,miejskie
1677,Atrakcyjne mieszkanie Orłowo do własnej aranżacji,"Gdynia, Orłowo, Wielkopolska",365 000 zł,7 585 zł/m²,"48,12",3,"Piętro
3/3",zapytaj,garaż/miejsce parkingowe,wtórny,1935,brak,nie,inne
1678,Apartament Nowe Osiedle Gdynia Śródmieście,"Gdynia, Śródmieście, Węglowa","1 290 821,40 zł",20 653 zł/m²,"62,5",3,"Piętro
> 10/17",zapytaj,garaż/miejsce parkingowe,pierwotny,2021,apartamentowiec,tak,miejskie
1679,Mieszkanie 100 od plaży!,"Gdynia, Oksywie, Ikara",399 000 zł,10 940 zł/m²,"36,47",1,"Piętro
2/4",zapytaj,zapytaj,wtórny,1952,brak,nie,miejskie
1680,2 pokojowe mieszkanie w wysokim standardzie,"Gdynia, Chwarzno-Wiczlino, Wiczlino, Janki Bryla",600 000 zł,12 998 zł/m²,"46,16",2,"Piętro
2/3",zapytaj,zapytaj,wtórny,2018,blok,nie,inne
1681,"500m od Skm Wzgórze, 2 lub 3 pokoje","Gdynia, pomorskie",649 000 zł,10 725 zł/m²,"60,51",3,"Piętro
1/3",balkon,zapytaj,wtórny,1991,kamienica,nie,miejskie
1682,3-pokojowe mieszkanie idealne dla rodziny !,"Gdynia, Chwarzno-Wiczlino, gen. Mariusza Zaruskiego",799 000 zł,11 066 zł/m²,"72,2",3,"Piętro
1/3",zapytaj,zapytaj,wtórny,2010,brak,tak,inne
1683,"Morze 300 metrów, plaża, skwer 1000 metrów","Gdynia, Śródmieście, Węglowa","1 171 864,80 zł",15 337 zł/m²,"76,41",3,"Piętro
2/5",zapytaj,garaż/miejsce parkingowe,pierwotny,2021,apartamentowiec,tak,miejskie
1684,3 pokoje po remoncie w świetnej lokalizacji.,"Gdynia, Karwiny, Leopolda Staffa",593 000 zł,9 123 zł/m²,65,3,"Piętro
4/4",balkon,garaż/miejsce parkingowe,wtórny,brak,brak,nie,zapytaj
1685,Tylko u nas! Doskonała inwestycja! W pełni wyposaż,"Gdynia, Leszczynki, gen. Orlicz-Dreszera",599 999 zł,8 882 zł/m²,"67,55",5,"Piętro
4/4",zapytaj,zapytaj,wtórny,brak,brak,nie,zapytaj
1686,Mieszkanie - Gdynia Śródmieście,"Gdynia, Śródmieście",1 361 712 zł,16 039 zł/m²,"84,9",3,"Piętro
4/17",taras,garaż/miejsce parkingowe,pierwotny,2020,apartamentowiec,tak,miejskie
1687,Mieszkanie w kamienicy 300 M od morza Orłowo!,"Gdynia, Orłowo, Przebendowskich",1 700 000 zł,15 289 zł/m²,"111,19",4,"Piętro
1/2","balkon, ogródek",garaż/miejsce parkingowe,wtórny,1936,kamienica,nie,zapytaj
1688,"3 pokoje w pasie nadmorskim, wysoki standard!","Gdynia, Redłowo, Powstania Wielkopolskiego",587 900 zł,12 390 zł/m²,"47,45",3,"Piętro
parter/4",zapytaj,zapytaj,wtórny,1980,brak,nie,miejskie
1689,Mieszkanie - Gdynia Grabówek,"Gdynia, Grabówek, gen. Orlicz-Dreszera",409 000 zł,11 054 zł/m²,37,2,"Piętro
3/4",balkon,zapytaj,wtórny,1985,blok,nie,miejskie
1690,Ładne dwupokojowe mieszkanie na Pogórzu,"Gdynia, Pogórze, Stanisława Staszica",449 000 zł,10 277 zł/m²,"43,69",2,"Piętro
3/3",zapytaj,zapytaj,wtórny,2016,brak,nie,miejskie
1691,Apartamenty Norwida,"Gdynia, Wzgórze Św. Maksymiliana",2 435 873 zł,22 900 zł/m²,"106,37",4,"Piętro
4/6",balkon,zapytaj,pierwotny,2022,apartamentowiec,tak,miejskie
1692,Nowe trzypokojowe w nowej inwestycji,"Gdynia, Witomino, Słoneczna",885 000 zł,13 828 zł/m²,64,3,"Piętro
2/9",balkon,garaż/miejsce parkingowe,wtórny,2021,blok,tak,miejskie
1693,"Jasne 2-pokojowe mieszkanie w Gdyni, Leszczynki.","Gdynia, Leszczynki",369 000 zł,10 603 zł/m²,"34,8",2,"Piętro
3/3",zapytaj,zapytaj,wtórny,2000,blok,nie,miejskie
1694,"Bank Polski 1929, apartament/biuro, taras 95 mkw","Gdynia, Śródmieście",2 990 000 zł,34 258 zł/m²,"87,28",2,"Piętro
7/7",taras,garaż/miejsce parkingowe,wtórny,brak,apartamentowiec,tak,zapytaj
1695,Mieszkanie - Gdynia,"Gdynia, pomorskie",329 000 zł,8 436 zł/m²,39,2,"Piętro
2/10",balkon,zapytaj,wtórny,brak,brak,tak,miejskie
1696,"Gdynia Morska 2 pokoje, 46m2","Gdynia, Chylonia",350 000 zł,7 566 zł/m²,"46,26",2,"Piętro
3/4",balkon,zapytaj,wtórny,1973,blok,nie,miejskie
1697,Wyjątkowe mieszkanie dwupoziomowe - Inwestycja,"Gdynia, Wzgórze Św. Maksymiliana",799 000 zł,11 414 zł/m²,70,3,"Piętro
1/2",zapytaj,zapytaj,wtórny,1940,kamienica,nie,gazowe
1698,"Gdynia Orłowo Wyjątkowy, niepowtarzany i jedyny.","Gdynia, Orłowo",1 000 000 EUR,33 996 zł/m²,"135,5",4,"Piętro
1/2",balkon,garaż/miejsce parkingowe,pierwotny,2021,apartamentowiec,tak,gazowe
1699,Mieszkanie w sercu Gdyni!,"Gdynia, Śródmieście, Węglowa","807 467,40 zł",16 580 zł/m²,"48,7",2,"Piętro
8/17",zapytaj,garaż/miejsce parkingowe,pierwotny,2020,apartamentowiec,tak,miejskie
1700,Mieszkanie w sercu Gdyni!,"Gdynia, Śródmieście, Węglowa","804 081,60 zł",17 072 zł/m²,"47,1",2,"Piętro
3/17",zapytaj,garaż/miejsce parkingowe,pierwotny,2020,apartamentowiec,tak,miejskie
1701,Mieszkanie w sercu Gdyni!,"Gdynia, Śródmieście, Węglowa","907 999,20 zł",18 760 zł/m²,"48,4",2,"Piętro
8/17",zapytaj,garaż/miejsce parkingowe,pierwotny,2020,apartamentowiec,tak,miejskie
1702,"Awanport, stan deweloperski, hala, 2-4 pokoi","Gdynia, Śródmieście",1 400 000 zł,14 840 zł/m²,"94,34",3,"Piętro
4/6",zapytaj,garaż/miejsce parkingowe,wtórny,brak,apartamentowiec,tak,zapytaj
1703,Mieszkanie - Gdynia Chylonia,"Gdynia, Chylonia",460 000 zł,7 957 zł/m²,"57,81",3,"Piętro
2/3",zapytaj,zapytaj,wtórny,brak,kamienica,nie,gazowe
1704,Atrakcyjne mieszkanie inwestycyjne Gdynia Cisowa 6,"Gdynia, Cisowa",470 000 zł,7 833 zł/m²,60,5,"Piętro
4/10",zapytaj,zapytaj,wtórny,brak,brak,tak,miejskie
1705,Tylko 10 mieszkań gotowe do odbioru,"Gdynia, Oksywie",541 723 zł,9 163 zł/m²,"59,12",4,"Piętro
parter/3",zapytaj,zapytaj,pierwotny,2020,blok,tak,miejskie
1706,"Gdynia, Hit Cenowy- Rabat 100 tys","Gdynia, Oksywie",517 767 zł,8 752 zł/m²,"59,16",4,"Piętro
2/3",zapytaj,zapytaj,pierwotny,2021,brak,nie,zapytaj
1707,Mieszkanie - Gdynia Witomino,"Gdynia, Witomino, Małokacka",735 000 zł,11 099 zł/m²,"66,22",4,"Piętro
1/3",taras,garaż/miejsce parkingowe,pierwotny,2021,blok,nie,miejskie
1708,Gdynia Centrum - 10 Lutego - Bank Polski 1928,"Gdynia, Śródmieście, 10 Lutego",680 000 zł,22 849 zł/m²,"29,76",1,"Piętro
2/7",zapytaj,zapytaj,wtórny,2021,brak,nie,zapytaj
1709,Podzielone na dwa,"Gdynia, Oksywie, gen. Marii Wittekówny",598 000 zł,10 679 zł/m²,56,3,"Piętro
2/3",balkon,garaż/miejsce parkingowe,wtórny,2009,apartamentowiec,nie,miejskie
1710,Gdynia Wzgórze,"Gdynia, Wzgórze Św. Maksymiliana, ul. gen. Maczka",799 000 zł,11 925 zł/m²,67,3,"Piętro
parter/3",zapytaj,zapytaj,wtórny,brak,kamienica,nie,miejskie
1711,Mieszkanie z własnym ogrodem w willowej dzielnicy.,"Gdynia, Wzgórze Św. Maksymiliana, Gabriela Narutowicza",1 199 000 zł,13 285 zł/m²,"90,25",3,"Piętro
parter/1",ogródek,garaż/miejsce parkingowe,wtórny,1969,dom,nie,gazowe
1712,Kameralny budynek z wejściem do lasu,"Gdynia, Działki Leśne, Wolności",501 160 zł,13 814 zł/m²,"36,28",1,"Piętro
2/3",balkon,garaż/miejsce parkingowe,wtórny,2022,dom,tak,gazowe
1713,Mieszkanie po remoncie w dobrej lokalizacji,"Gdynia, Leszczynki, Jana Dantyszka",529 000 zł,9 809 zł/m²,"53,93",3,"Piętro
5/10",balkon,zapytaj,wtórny,brak,blok,tak,miejskie
1714,Przestronne mieszkanie w sercu Gdyni,"Gdynia, Śródmieście",1 075 000 zł,12 952 zł/m²,83,3,"Piętro
3/4",zapytaj,zapytaj,wtórny,1931,brak,nie,gazowe
1715,"2 pokoje, dobrze skomunikowane, Przy Lesie","Gdynia, Witomino, Nauczycielska",359 000 zł,8 487 zł/m²,"42,3",2,"Piętro
2/4",zapytaj,zapytaj,wtórny,1975,brak,nie,miejskie
1716,Ciekawe mieszkanie w centrum Gdyni,"Gdynia, Śródmieście, 3 Maja",895 000 zł,16 308 zł/m²,"54,88",3,"Piętro
4/5",balkon,zapytaj,wtórny,1950,kamienica,tak,miejskie
1717,Mieszkanie 100 od plaży!,"Gdynia, Babie Doły",399 000 zł,10 940 zł/m²,"36,47",1,"Piętro
1/4",zapytaj,zapytaj,wtórny,1980,brak,nie,miejskie
1718,Mieszkanie w klimatycznej kamienicy,"Gdynia, Orłowo, Przebendowskich",1 900 000 zł,17 243 zł/m²,"110,19",3,"Piętro
2/2","balkon, ogródek",garaż/miejsce parkingowe,wtórny,1936,brak,nie,zapytaj
1719,Komfortowy apartament w cichej okolicy,"Gdynia, Działki Leśne, Wolności",1 399 000 zł,17 208 zł/m²,"81,3",3,"Piętro
1/2",zapytaj,zapytaj,pierwotny,2021,brak,nie,zapytaj
1720,Mieszkanie 3 pokojowe/ Mały Kack,"Gdynia, Mały Kack, Parkowa",750 908 zł,11 788 zł/m²,"63,7",3,"Piętro
1/3",balkon,zapytaj,pierwotny,2022,blok,tak,miejskie
1721,Apartament w prestiżowej lokalizacji/ blisko morza,"Gdynia, Redłowo, Zwycięstwa",917 181 zł,13 176 zł/m²,"69,61",3,"Piętro
4/8",balkon,zapytaj,wtórny,2021,blok,tak,miejskie
1722,"Przytulne 2 pok.mieszkanie 56,6m2,Rdestowa, Gdynia","Gdynia, Dąbrowa, Rdestowa",459 000 zł,8 110 zł/m²,"56,6",2,"Piętro
4/4",zapytaj,zapytaj,wtórny,1997,blok,nie,miejskie
1723,Apartament w prestiżowej lokalizacji/ blisko morza,"Gdynia, Redłowo, Zwycięstwa",707 454 zł,16 204 zł/m²,"43,66",1,"Piętro
9/16",balkon,zapytaj,pierwotny,2023,blok,tak,miejskie
1724,Nowoczesne osiedle w Gdyni #1425/21,"Gdynia, Oksywie",504 730 zł,8 500 zł/m²,"59,38",2,"Piętro
3/4","balkon, ogródek, taras",garaż/miejsce parkingowe,pierwotny,brak,blok,tak,miejskie
1725,*** Apartament z widokiem na morze! Sea Towers ***,"Gdynia, Śródmieście, A. Hryniewickiego",1 100 000 zł,24 554 zł/m²,"44,8",2,"Piętro
5/28",taras,zapytaj,wtórny,2009,apartamentowiec,tak,miejskie
1726,Mieszkanie 2 pok. po całkowitym remoncie,"Gdynia, Chylonia, Gniewska",409 000 zł,9 601 zł/m²,"42,6",2,"Piętro
zapytaj",zapytaj,zapytaj,wtórny,brak,brak,nie,zapytaj
